,District,Price,lat,lon,rooms,Livesp,Totsp,Nfloors,Floor,New,Brick,Tel,MetrDist,Walk,Dist,rownum
0,1.0,129000000.0,55.722142,37.618569,,142,202,14.0,7.0,0.0,1.0,0.0,9.0,1.0,3.55919381324,1.0
1,1.0,35500000.0,55.760753,37.64312,3,"59,2",85,6.0,3.0,0.0,1.0,,8.0,1.0,1.60725429536,2.0
2,1.0,222698700.0,55.764723,37.596722,3,–,"152,9",7.0,3.0,0.0,1.0,,7.0,1.0,1.90044224722,3.0
3,1.0,4585315.0,55.775753,37.671938,1,"17,3","17,3",-99.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,4.0
4,1.0,4677021.0,55.776294,37.672163,1,"17,3","17,3",6.0,2.0,0.0,1.0,0,5.0,1.0,4.08216976766,5.0
5,1.0,4814581.0,55.775753,37.671938,1,10,"17,3",5.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,6.0
6,1.0,5000000.0,55.729741,37.673933,1,21,32,9.0,1.0,0.0,1.0,0,7.0,1.0,4.31891494704,7.0
7,1.0,5377566.0,55.775753,37.671938,1,"18,3","18,3",-99.0,5.0,1.0,1.0,,6.0,1.0,4.03466848822,8.0
8,1.0,5377566.0,55.775753,37.671938,1,10,"18,3",5.0,5.0,1.0,1.0,,6.0,1.0,4.03466848822,9.0
9,1.0,5400000.0,55.753387,37.522998,1,20,35,12.0,1.0,0.0,1.0,,13.0,1.0,6.11669417698,10.0
10,1.0,5606157.0,55.776294,37.672163,1,"23,7","23,7",6.0,2.0,0.0,1.0,0,5.0,1.0,4.08216976766,11.0
11,1.0,6000000.0,55.764551,37.539158,1,20,32,5.0,5.0,0.0,1.0,,10.0,1.0,5.23200135482,12.0
12,1.0,6258687.0,55.775753,37.671938,1,15,"25,5",4.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,13.0
13,1.0,6285999.0,55.775753,37.671938,1,"32,6","32,6",-99.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,14.0
14,1.0,6325576.0,55.775753,37.671938,1,17,30,4.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,15.0
15,1.0,6325576.0,55.775753,37.671938,1,–,"29,5",4.0,3.0,1.0,1.0,,5.0,1.0,4.03466848822,16.0
16,1.0,6355668.0,55.775753,37.671938,1,"22,3","22,3",-99.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,17.0
17,1.0,6400000.0,55.758564,37.518928,1,18,34,12.0,2.0,0.0,1.0,1,10.0,1.0,6.39073420152,18.0
18,1.0,6437035.0,55.775753,37.671938,1,18,"33,5",4.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,19.0
19,1.0,6449418.0,55.775753,37.671938,1,"29,5","29,5",-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,20.0
20,1.0,6449418.0,55.775753,37.671938,1,16,"28,5",4.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,21.0
21,1.0,6452087.0,55.775824,37.67228,1,"29,5","29,5",6.0,3.0,0.0,1.0,0,5.0,1.0,4.0566070111,22.0
22,1.0,6467402.0,55.775753,37.671938,1,"28,2","28,2",-99.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,23.0
23,1.0,6500000.0,55.77114,37.556424,1,"18,6","30,7",5.0,5.0,0.0,1.0,1,10.0,1.0,4.4423577624,24.0
24,1.0,6550000.0,55.73003,37.676753,1,"20,2","33,1",9.0,5.0,0.0,1.0,,5.0,1.0,4.4386643271,25.0
25,1.0,6550000.0,55.73003,37.676753,2,18,"33,1",9.0,5.0,0.0,1.0,,5.0,1.0,4.4386643271,26.0
26,1.0,6597337.0,55.775753,37.671938,1,"27,9","27,9",-99.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,27.0
27,1.0,6850000.0,55.762541,37.67272,1,19,31,5.0,5.0,0.0,1.0,1,10.0,1.0,3.41631338936,28.0
28,1.0,213750000.0,55.72961,37.570474,5,–,225,12.0,10.0,0.0,1.0,1,10.0,1.0,4.15523219432,29.0
29,1.0,38000000.0,55.722563,37.612668,2,77,"88,2",21.0,4.0,0.0,1.0,0,8.0,1.0,3.54394531674,30.0
30,1.0,91700000.0,55.729682,37.570551,2,–,"103,2",9.0,5.0,1.0,1.0,,10.0,1.0,4.14632288808,31.0
31,1.0,6889007.0,55.775753,37.671938,1,"26,1","26,1",-99.0,1.0,1.0,1.0,,6.0,1.0,4.03466848822,32.0
32,1.0,6900000.0,55.774305,37.642132,1,19,34,16.0,3.0,0.0,1.0,,5.0,1.0,2.6313111335,33.0
33,1.0,6934500.0,55.774305,37.642132,1,–,34,16.0,8.0,0.0,1.0,,5.0,1.0,2.6313111335,34.0
34,1.0,7000000.0,55.735302,37.683257,2,22,35,9.0,2.0,0.0,1.0,0,10.0,1.0,4.46735724996,35.0
35,1.0,7000000.0,55.735302,37.683257,2,24,38,9.0,2.0,0.0,1.0,1,10.0,1.0,4.46735724996,36.0
36,1.0,7021000.0,55.745617,37.685364,2,"27,8","41,3",19.0,3.0,1.0,1.0,,-99.0,-99.0,4.18671571274,37.0
37,1.0,7079400.0,55.774305,37.642132,1,19,34,16.0,8.0,0.0,1.0,,5.0,1.0,2.6313111335,38.0
38,1.0,7189943.0,55.775753,37.671938,1,"30,5","30,5",-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,39.0
39,1.0,7200000.0,55.773732,37.689096,1,20,35,12.0,10.0,0.0,1.0,,10.0,1.0,4.83450081218,40.0
40,1.0,7200000.0,55.77472,37.691638,1,25,27,5.0,4.0,0.0,1.0,,12.0,1.0,5.02658358788,41.0
41,1.0,7210000.0,55.745617,37.685364,2,"27,8","41,2",19.0,6.0,1.0,1.0,,-99.0,-99.0,4.18671571274,42.0
42,1.0,7220153.0,55.775753,37.671938,1,"33,6","33,6",-99.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,43.0
43,1.0,7250000.0,55.760905,37.56185,1,21,"33,4",9.0,3.0,0.0,1.0,,5.0,1.0,3.75378394066,44.0
44,1.0,7290000.0,55.759993,37.537443,2,29,47,5.0,2.0,0.0,1.0,0,15.0,1.0,5.25002274414,45.0
45,1.0,7300000.0,55.764055,37.560242,1,20,"31,8",9.0,2.0,0.0,1.0,1,2.0,1.0,3.93664841684,46.0
46,1.0,7364556.0,55.775824,37.67228,1,"33,6","33,6",6.0,3.0,0.0,1.0,0,5.0,1.0,4.0566070111,47.0
47,1.0,7411462.0,55.775753,37.671938,1,"27,6","27,6",-99.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,48.0
48,1.0,7500000.0,55.765412,37.538242,2,24,40,14.0,5.0,0.0,1.0,,15.0,1.0,5.30995778442,49.0
49,1.0,7534606.0,55.775753,37.671938,1,"34,1","34,1",-99.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,50.0
50,1.0,7584028.0,55.775753,37.671938,1,33,33,-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,51.0
51,1.0,7600000.0,55.758392,37.536949,2,24,38,9.0,6.0,0.0,1.0,1,10.0,1.0,5.26170333386,52.0
52,1.0,7600000.0,55.732651,37.673484,2,30,45,5.0,5.0,0.0,1.0,1,8.0,1.0,4.10018311028,53.0
53,1.0,7757670.0,55.775753,37.671938,2,–,"47,1",4.0,2.0,1.0,1.0,,5.0,1.0,4.03466848822,54.0
54,1.0,7764334.0,55.775753,37.671938,1,18,"32,2",4.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,55.0
55,1.0,7787802.0,55.775753,37.671938,1,"32,2","32,2",-99.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,56.0
56,1.0,68348196.0,55.741432,37.646568,3,58,118,11.0,2.0,1.0,1.0,,6.0,1.0,2.16473771806,57.0
57,1.0,12000000.0,55.768881,37.653864,2,30,"41,9",8.0,4.0,0.0,1.0,1,4.0,1.0,2.66872667916,58.0
58,1.0,126265000.0,55.760023,37.590776,5,–,460,8.0,5.0,0.0,1.0,,9.0,1.0,1.97401805334,59.0
59,1.0,7800000.0,55.761882,37.56344,1,21,32,5.0,3.0,0.0,1.0,,4.0,1.0,3.6801341049,60.0
60,1.0,7800000.0,55.764384,37.548564,1,20,31,9.0,7.0,0.0,1.0,1,13.0,1.0,4.65355466928,61.0
61,1.0,7804265.0,55.775753,37.671938,1,"35,6","35,6",-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,62.0
62,1.0,7838741.0,55.775753,37.671938,1,"34,9","34,9",-99.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,63.0
63,1.0,7850000.0,55.770294,37.636976,1,15,24,5.0,3.0,0.0,1.0,,4.0,1.0,2.08217535738,64.0
64,1.0,7850000.0,55.754335,37.546857,2,"29,2","43,4",5.0,5.0,0.0,1.0,,7.0,1.0,4.61813470522,65.0
65,1.0,7850000.0,55.777823,37.616566,1,"21,5","31,7",9.0,7.0,0.0,1.0,0,8.0,1.0,2.65301147406,66.0
66,1.0,7900000.0,55.737988,37.677301,2,29,46,12.0,12.0,0.0,1.0,,10.0,1.0,3.9976890737,67.0
67,1.0,7900000.0,55.762328,37.574004,1,"21,5","32,2",9.0,2.0,0.0,1.0,,3.0,1.0,3.054124985,68.0
68,1.0,7900000.0,55.744105,37.669531,1,19,34,12.0,1.0,0.0,1.0,1,6.0,1.0,3.27911715436,69.0
69,1.0,7950000.0,55.773869,37.708141,1,19,38,14.0,5.0,0.0,1.0,1,9.0,1.0,5.93109704148,70.0
70,1.0,8000000.0,55.779028,37.685512,1,17,"38,5",14.0,5.0,0.0,1.0,,13.0,1.0,4.94033422926,71.0
71,1.0,8000000.0,55.734141,37.683221,1,20,37,14.0,2.0,0.0,1.0,1,10.0,1.0,4.52741460008,72.0
72,1.0,8021155.0,55.776294,37.672163,1,29,29,6.0,2.0,0.0,1.0,0,5.0,1.0,4.08216976766,73.0
73,1.0,8081363.0,55.775753,37.671938,2,30,"55,2",5.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,74.0
74,1.0,8081363.0,55.775753,37.671938,1,25,"55,2",5.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,75.0
75,1.0,8100000.0,55.738323,37.687704,2,26,40,8.0,2.0,0.0,1.0,,5.0,1.0,4.57651073546,76.0
76,1.0,8148000.0,55.745617,37.685364,2,"23,4",42,19.0,8.0,1.0,1.0,,-99.0,-99.0,4.18671571274,77.0
77,1.0,8157500.0,55.771218,37.564721,1,20,43,44.0,3.0,1.0,1.0,,7.0,1.0,3.98182419998,78.0
78,1.0,8168388.0,55.775753,37.671938,1,"40,8","40,8",-99.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,79.0
79,1.0,8200000.0,55.767306,37.55796,1,19,39,17.0,13.0,0.0,1.0,0,7.0,1.0,4.18720173342,80.0
80,1.0,8200000.0,55.730831,37.674885,2,"32,3","44,6",9.0,7.0,0.0,1.0,1,7.0,1.0,4.29126648584,81.0
81,1.0,8200000.0,55.761872,37.546111,2,26,42,5.0,4.0,0.0,1.0,1,15.0,1.0,4.744173386,82.0
82,1.0,8230204.0,55.775753,37.671938,1,–,"30,6",6.0,5.0,1.0,1.0,,9.0,1.0,4.03466848822,83.0
83,1.0,8230204.0,55.775753,37.671938,1,"30,6","30,6",-99.0,5.0,1.0,1.0,,6.0,1.0,4.03466848822,84.0
84,1.0,30576150.0,55.774958,37.672971,1,96,"106,5",5.0,2.0,0.0,1.0,0,5.0,1.0,4.0352671627,85.0
85,1.0,37700000.0,55.726762,37.573002,2,30,"65,4",14.0,8.0,1.0,1.0,,9.0,1.0,4.25735930138,86.0
86,1.0,11100000.0,55.774958,37.672971,1,"30,8","38,8",10.0,7.0,0.0,1.0,0,5.0,1.0,4.0352671627,87.0
87,1.0,8271200.0,55.771218,37.564721,1,21,"42,2",44.0,4.0,1.0,1.0,,11.0,1.0,3.98182419998,88.0
88,1.0,8323802.0,55.775824,37.67228,2,"55,2","55,2",6.0,2.0,0.0,1.0,0,5.0,1.0,4.0566070111,89.0
89,1.0,8437054.0,55.775824,37.67228,1,"39,8","39,8",6.0,2.0,0.0,1.0,0,5.0,1.0,4.0566070111,90.0
90,1.0,8445800.0,55.755518,37.545389,1,–,"34,9",20.0,6.0,1.0,1.0,,12.0,1.0,4.71282988016,91.0
91,1.0,8450000.0,55.78398,37.659084,1,17,33,15.0,1.0,0.0,1.0,,5.0,1.0,4.11890939052,92.0
92,1.0,8500000.0,55.772846,37.580607,1,22,35,9.0,9.0,0.0,1.0,1,4.0,1.0,3.25594909572,93.0
93,1.0,8500000.0,55.734805,37.668156,1,"18,5",37,17.0,6.0,0.0,1.0,1,5.0,1.0,3.68842542458,94.0
94,1.0,8500000.0,55.755282,37.567159,2,"26,6",42,9.0,1.0,0.0,1.0,0,7.0,1.0,3.3459144204,95.0
95,1.0,8501908.0,55.775753,37.671938,1,"34,4","34,4",-99.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,96.0
96,1.0,8570754.0,55.775753,37.671938,1,44,44,-99.0,1.0,1.0,1.0,,6.0,1.0,4.03466848822,97.0
97,1.0,8600000.0,55.771034,37.703972,2,37,52,13.0,1.0,0.0,1.0,,18.0,1.0,5.57454776448,98.0
98,1.0,8611226.0,55.775753,37.671938,1,"36,8","36,8",-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,99.0
99,1.0,8676500.0,55.755518,37.545389,1,–,"33,5",20.0,4.0,1.0,1.0,,12.0,1.0,4.71282988016,100.0
100,1.0,8700000.0,55.742103,37.68897,1,19,39,17.0,12.0,0.0,1.0,,10.0,1.0,4.5078015735,101.0
101,1.0,8700000.0,55.791344,37.629547,2,29,44,9.0,4.0,0.0,1.0,1,6.0,1.0,4.1869072242,102.0
102,1.0,8709600.0,55.771218,37.564721,1,24,"45,6",44.0,2.0,1.0,1.0,,11.0,1.0,3.98182419998,103.0
103,1.0,8736200.0,55.771218,37.564721,1,"20,1","41,8",44.0,26.0,1.0,1.0,,11.0,1.0,3.98182419998,104.0
104,1.0,8762200.0,55.771218,37.564721,1,24,"45,4",44.0,4.0,1.0,1.0,,11.0,1.0,3.98182419998,105.0
105,1.0,8781500.0,55.771218,37.564721,1,24,"45,5",44.0,4.0,1.0,1.0,,11.0,1.0,3.98182419998,106.0
106,1.0,8800000.0,55.753889,37.657305,1,17,33,12.0,4.0,0.0,1.0,1,4.0,1.0,2.31687506562,107.0
107,1.0,8800000.0,55.738343,37.580436,1,18,30,5.0,5.0,0.0,1.0,1,13.0,1.0,3.06204615648,108.0
108,1.0,8851913.0,55.775753,37.671938,1,"40,3","40,3",-99.0,2.0,1.0,1.0,,6.0,1.0,4.03466848822,109.0
109,1.0,8896178.0,55.775753,37.671938,1,"39,4","39,4",-99.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,110.0
110,1.0,8900000.0,55.728591,37.67431,2,31,"47,5",12.0,1.0,0.0,1.0,,9.0,1.0,4.41857493588,111.0
111,1.0,8900000.0,55.771616,37.682592,1,23,39,3.0,1.0,0.0,1.0,1,3.0,1.0,4.36398934176,112.0
112,1.0,83000000.0,55.743086,37.591755,4,97,143,6.0,4.0,0.0,1.0,,3.0,1.0,2.17695904602,113.0
113,1.0,20112000.0,55.769519,37.637605,1,30,"50,8",8.0,4.0,0.0,1.0,1,7.0,1.0,2.0286293969,114.0
114,1.0,264693312.0,55.740593,37.600657,4,138,"172,8",4.0,3.0,0.0,1.0,1,7.0,1.0,1.94870474448,115.0
115,1.0,8910000.0,55.771218,37.564721,1,24,45,44.0,34.0,1.0,1.0,,11.0,1.0,3.98182419998,116.0
116,1.0,8943624.0,55.775753,37.671938,1,"49,9","49,9",-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,117.0
117,1.0,8949981.0,55.775753,37.671938,1,"38,9","38,9",-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,118.0
118,1.0,8990000.0,55.766724,37.673519,2,27,45,12.0,10.0,0.0,1.0,1,10.0,1.0,3.61870398776,119.0
119,1.0,9000000.0,55.768061,37.678514,1,20,40,12.0,1.0,0.0,1.0,1,7.0,1.0,3.9654539935,120.0
120,1.0,9000000.0,55.771312,37.655347,2,34,54,6.0,4.0,0.0,1.0,,3.0,1.0,2.9130824274,121.0
121,1.0,9000000.0,55.787801,37.639671,2,31,48,12.0,7.0,0.0,1.0,1,7.0,1.0,3.9428990934,122.0
122,1.0,9027459.0,55.775753,37.671938,1,"41,1","41,1",-99.0,1.0,1.0,1.0,,6.0,1.0,4.03466848822,123.0
123,1.0,9069305.0,55.775753,37.671938,1,"53,6","53,6",-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,124.0
124,1.0,9100000.0,55.725995,37.634892,1,"19,1",38,16.0,12.0,0.0,1.0,1,9.0,1.0,3.2579559427,125.0
125,1.0,9100000.0,55.762439,37.54604,2,"29,3",45,12.0,6.0,0.0,1.0,1,15.0,1.0,4.76044059472,126.0
126,1.0,9100000.0,55.775753,37.671938,1,22,"42,6",5.0,3.0,0.0,1.0,1,5.0,1.0,4.03466848822,127.0
127,1.0,9200000.0,55.735236,37.674292,2,"27,8","44,5",9.0,5.0,0.0,1.0,1,7.0,1.0,3.98250334146,128.0
128,1.0,9200000.0,55.779423,37.627966,2,29,44,5.0,1.0,0.0,1.0,1,6.0,1.0,2.8598052267,129.0
129,1.0,9200000.0,55.74108,37.683877,1,19,38,17.0,9.0,0.0,1.0,1,11.0,1.0,4.24098265754,130.0
130,1.0,9200000.0,55.768061,37.678514,2,"22,2","39,5",12.0,11.0,0.0,1.0,1,5.0,1.0,3.9654539935,131.0
131,1.0,9300000.0,55.776598,37.705634,2,27,42,9.0,8.0,0.0,1.0,1,7.0,1.0,5.9074204314,132.0
132,1.0,9300000.0,55.757997,37.542653,1,19,35,12.0,3.0,0.0,1.0,0,10.0,1.0,4.9011001294,133.0
133,1.0,9391075.0,55.775824,37.67228,2,"53,3","53,3",6.0,3.0,0.0,1.0,0,5.0,1.0,4.0566070111,134.0
134,1.0,9395149.0,55.775753,37.671938,1,"41,2","41,2",-99.0,4.0,1.0,1.0,,6.0,1.0,4.03466848822,135.0
135,1.0,9400000.0,55.766694,37.570564,1,20,35,12.0,3.0,0.0,1.0,,9.0,1.0,3.4291736253,136.0
136,1.0,9500000.0,55.770942,37.637596,2,24,33,5.0,3.0,0.0,1.0,,4.0,1.0,2.16411490348,137.0
137,1.0,9500000.0,55.780122,37.632592,1,18,"32,4",6.0,5.0,0.0,1.0,1,1.0,1.0,2.99722194128,138.0
138,1.0,9500000.0,55.73478,37.653909,2,29,43,5.0,3.0,0.0,1.0,1,9.0,1.0,3.008419729,139.0
139,1.0,9500000.0,55.771641,37.569926,2,29,45,5.0,4.0,0.0,1.0,1,15.0,1.0,3.7227735682,140.0
140,1.0,66809610.0,55.74333,37.601439,4,78,"97,5",7.0,3.0,0.0,1.0,,3.0,1.0,1.68960422316,141.0
141,1.0,82828746.0,55.749714,37.594279,2,–,117,7.0,2.0,1.0,1.0,,10.0,1.0,1.71153148066,142.0
142,1.0,15900000.0,55.727886,37.585404,2,24,42,9.0,4.0,0.0,1.0,0,5.0,1.0,3.65335790598,143.0
143,1.0,9500000.0,55.766694,37.570564,1,20,"35,2",12.0,5.0,0.0,1.0,1,9.0,1.0,3.4291736253,144.0
144,1.0,9500000.0,55.792124,37.627813,2,30,46,8.0,3.0,0.0,1.0,1,8.0,1.0,4.25970410976,145.0
145,1.0,9500000.0,55.7582,37.554681,2,"38,5",55,5.0,1.0,0.0,1.0,0,12.0,1.0,4.151855799,146.0
146,1.0,9500000.0,55.758124,37.521632,1,19,38,17.0,13.0,0.0,1.0,0,15.0,1.0,6.21780096248,147.0
147,1.0,9500000.0,55.784228,37.595941,2,"28,3",43,8.0,7.0,0.0,1.0,1,6.0,1.0,3.68985773718,148.0
148,1.0,9500000.0,55.769707,37.591117,1,18,30,5.0,1.0,0.0,1.0,0,4.0,1.0,2.5303974688,149.0
149,1.0,9500000.0,55.769904,37.566584,1,18,"33,9",9.0,9.0,0.0,1.0,,11.0,1.0,3.80984208088,150.0
150,1.0,9500000.0,55.746466,37.676412,1,20,"38,5",18.0,6.0,0.0,1.0,0,5.0,1.0,3.61786230294,151.0
151,1.0,9500000.0,55.72164,37.606658,2,23,38,9.0,2.0,0.0,1.0,1,5.0,1.0,3.71499079996,152.0
152,1.0,9500000.0,55.723268,37.626556,2,31,45,5.0,2.0,0.0,1.0,1,6.0,1.0,3.45362110924,153.0
153,1.0,9522800.0,55.755518,37.545389,1,–,"35,8",20.0,5.0,1.0,1.0,,12.0,1.0,4.71282988016,154.0
154,1.0,9540089.0,55.775753,37.671938,1,"42,6","42,6",-99.0,3.0,1.0,1.0,,6.0,1.0,4.03466848822,155.0
155,1.0,9543740.0,55.776294,37.672163,1,"42,6","42,6",6.0,2.0,0.0,1.0,0,5.0,1.0,4.08216976766,156.0
156,1.0,9574472.0,55.775753,37.671938,1,"36,6","36,6",-99.0,5.0,1.0,1.0,,6.0,1.0,4.03466848822,157.0
157,1.0,9600000.0,55.73256,37.663737,3,43,"61,3",5.0,1.0,0.0,1.0,1,2.0,1.0,3.62676356248,158.0
158,1.0,9690000.0,55.772396,37.702706,2,"32,2","50,2",14.0,1.0,0.0,1.0,1,16.0,1.0,5.55357645494,159.0
159,1.0,9690000.0,55.730958,37.676529,2,30,45,9.0,4.0,0.0,1.0,1,8.0,1.0,4.36567593008,160.0
160,1.0,9700000.0,55.772396,37.702706,2,30,50,14.0,1.0,0.0,1.0,,11.0,1.0,5.55357645494,161.0
161,1.0,9700000.0,55.741642,37.667483,2,32,38,17.0,3.0,0.0,1.0,1,11.0,1.0,3.26517061392,162.0
162,1.0,9700000.0,55.785878,37.601034,2,29,"47,4",12.0,2.0,0.0,1.0,1,7.0,1.0,3.74191505816,163.0
163,1.0,9700000.0,55.777742,37.706793,3,42,58,9.0,6.0,0.0,1.0,1,8.0,1.0,6.02784895294,164.0
164,1.0,9700000.0,55.783509,37.670303,1,19,"36,4",7.0,5.0,0.0,1.0,0,7.0,1.0,4.53142507536,165.0
165,1.0,9700000.0,55.76601,37.571462,2,34,43,5.0,1.0,0.0,1.0,1,7.0,1.0,3.34692186724,166.0
166,1.0,9737800.0,55.755518,37.545389,1,–,"36,2",20.0,6.0,1.0,1.0,,12.0,1.0,4.71282988016,167.0
167,1.0,9750000.0,55.776051,37.626556,1,19,"37,9",16.0,12.0,0.0,1.0,,8.0,1.0,2.47502490742,168.0
168,1.0,62500000.0,55.774472,37.599786,3,70,"122,6",10.0,2.0,0.0,1.0,,7.0,1.0,2.61220504902,169.0
169,1.0,29295000.0,55.726568,37.575378,2,27,68,12.0,7.0,0.0,1.0,0,5.0,1.0,4.17020710302,170.0
170,1.0,35000000.0,55.744024,37.644324,2,–,"73,8",7.0,3.0,1.0,1.0,,9.0,1.0,1.87415528766,171.0
171,1.0,9800000.0,55.790651,37.640093,2,"28,2","53,6",12.0,6.0,0.0,1.0,,5.0,1.0,4.25364494466,172.0
172,1.0,9800000.0,55.764967,37.56547,2,"28,2","41,5",9.0,9.0,0.0,1.0,1,3.0,1.0,3.6552376151,173.0
173,1.0,9886025.0,55.775824,37.67228,3,"59,1","59,1",6.0,3.0,0.0,1.0,0,5.0,1.0,4.0566070111,174.0
174,1.0,9900000.0,55.757962,37.562937,2,"28,6","42,6",5.0,4.0,0.0,1.0,1,10.0,1.0,3.63388006396,175.0
175,1.0,9900000.0,55.767053,37.585422,2,32,"44,6",9.0,1.0,0.0,1.0,1,15.0,1.0,2.62786875524,176.0
176,1.0,9900000.0,55.747429,37.660683,2,"25,1",41,8.0,1.0,0.0,1.0,,11.0,1.0,2.63565796084,177.0
177,1.0,9900000.0,55.730086,37.633688,1,"19,5",38,14.0,10.0,0.0,1.0,,3.0,1.0,2.79999893362,178.0
178,1.0,9900000.0,55.728859,37.585538,1,18,31,5.0,2.0,0.0,1.0,1,5.0,1.0,3.56223707518,179.0
179,1.0,9939006.0,55.776294,37.672163,2,"46,2","46,2",6.0,1.0,0.0,1.0,0,5.0,1.0,4.08216976766,180.0
180,1.0,9950000.0,55.747459,37.66,2,27,40,8.0,1.0,0.0,1.0,,10.0,1.0,2.59357854786,181.0
181,1.0,9963815.0,55.776294,37.672163,2,"46,2","46,2",6.0,5.0,0.0,1.0,0,5.0,1.0,4.08216976766,182.0
182,1.0,9990000.0,55.777864,37.686815,2,30,46,9.0,7.0,0.0,1.0,1,10.0,1.0,4.93758869522,183.0
183,1.0,10000000.0,55.743147,37.683769,1,"18,6","38,5",17.0,5.0,0.0,1.0,1,7.0,1.0,4.16139274784,184.0
184,1.0,9999999.0,55.753387,37.522998,1,20,"35,1",12.0,9.0,0.0,1.0,1,10.0,1.0,6.11669417698,185.0
185,1.0,10000000.0,55.755864,37.537613,2,28,40,12.0,3.0,0.0,1.0,1,12.0,1.0,5.20210464564,186.0
186,1.0,10000000.0,55.786273,37.656838,2,32,48,14.0,7.0,0.0,1.0,1,14.0,1.0,4.25026694,187.0
187,1.0,10000000.0,55.765367,37.665983,2,23,38,14.0,4.0,0.0,1.0,1,11.0,1.0,3.1244450963,188.0
188,1.0,10000000.0,55.767392,37.586095,2,22,38,10.0,6.0,0.0,1.0,1,10.0,1.0,2.61384818516,189.0
189,1.0,10000000.0,55.760211,37.520734,1,18,41,14.0,8.0,0.0,1.0,,-99.0,-99.0,6.29475960128,190.0
190,1.0,10000000.0,55.773768,37.68791,2,28,43,9.0,5.0,0.0,1.0,0,9.0,1.0,4.7700596199,191.0
191,1.0,10029600.0,55.774305,37.642132,2,28,50,16.0,8.0,0.0,1.0,,5.0,1.0,2.6313111335,192.0
192,1.0,10100000.0,55.767053,37.585422,2,32,"44,6",9.0,1.0,0.0,1.0,1,11.0,1.0,2.62786875524,193.0
193,1.0,10100000.0,55.767053,37.585422,2,32,"44,6",9.0,1.0,0.0,1.0,1,10.0,1.0,2.62786875524,194.0
194,1.0,10150000.0,55.776846,37.686841,2,29,50,12.0,8.0,0.0,1.0,,8.0,1.0,4.87921632408,195.0
195,1.0,10199229.0,55.775753,37.671938,1,"46,5","46,5",-99.0,1.0,1.0,1.0,,6.0,1.0,4.03466848822,196.0
196,1.0,24000000.0,55.758073,37.547144,2,"55,3",72,18.0,4.0,0.0,1.0,,15.0,1.0,4.62111037488,197.0
197,1.0,42617400.0,55.774958,37.672971,1,135,146,9.0,3.0,0.0,1.0,0,5.0,1.0,4.0352671627,198.0
198,1.0,413583300.0,55.738622,37.602813,4,165,307,6.0,5.0,0.0,1.0,1,11.0,1.0,2.04641582258,199.0
199,1.0,10200000.0,55.765463,37.559847,1,19,"38,4",17.0,3.0,0.0,1.0,,2.0,1.0,4.0071117594,200.0
200,1.0,10200000.0,55.768502,37.581954,1,17,37,9.0,1.0,0.0,1.0,1,10.0,1.0,2.89841168396,201.0
201,1.0,10250000.0,55.763012,37.571866,1,18,37,9.0,6.0,0.0,1.0,0,5.0,1.0,3.20515993466,202.0
202,1.0,10300000.0,55.786996,37.638045,2,26,39,12.0,4.0,0.0,1.0,1,9.0,1.0,3.82693488102,203.0
203,1.0,10300000.0,55.734962,37.676385,2,29,45,12.0,2.0,0.0,1.0,1,7.0,1.0,4.11052311978,204.0
204,1.0,10300000.0,55.778932,37.613593,1,"15,8","37,6",7.0,2.0,0.0,1.0,1,8.0,1.0,2.7983847656,205.0
205,1.0,10301984.0,55.775753,37.671938,1,"44,3","44,3",-99.0,5.0,1.0,1.0,,6.0,1.0,4.03466848822,206.0
206,1.0,10329300.0,55.774305,37.642132,2,28,49,16.0,13.0,0.0,1.0,,5.0,1.0,2.6313111335,207.0
207,1.0,10388000.0,55.776021,37.627885,1,18,38,6.0,2.0,0.0,1.0,,8.0,1.0,2.48611808804,208.0
